"isxn"	"titulo17"	"q17"
"02104806"	"ACTAS UROLÓGICAS ESPAÑOLAS"	"B2"
"03355322"	"ACTES DE LA RECHERCHE EN SCIENCES SOCIALES"	"A1"
"02570076"	"ACTES DES COLLOQUES INSECTES SOCIAUX"	"NP"
"22704957"	"ACTES SÉMIOTIQUES (EN LIGNE)"	"A1"
"1678488X"	"ACTIO (FACULDADES MARINGÁ)"	"C"
"25258923"	"ACTIO: DOCÊNCIA EM CIÊNCIAS"	"A3"
"15454517"	"ACTION, CRITICISM, & THEORY FOR MUSIC EDUCATION"	"A2"
"25197355"	"ACTUALIDAD BRICS- BOLETIN DE RELACIONES INTERNACIONALES"	"B4"
"03252590"	"ACTUALIDAD PSICOLÓGICA"	"C"
"03043584"	"ACTUALIDADES BIOLOGICAS"	"B4"
"22153535"	"ACTUALIDADES EN PSICOLOGÍA"	"A4"
"14094703"	"ACTUALIDADES INVESTIGATIVAS EN EDUCACIÓN"	"A2"
"01201700"	"ACTUALIDADES PEDAGÓGICAS"	"A4"
"17784034"	"ACTUALITÉS DE LA CONSERVATION"	"B3"
"16698975"	"ACTUALIZACIONES EN OSTEOLOGÍA (IMPRESA)"	"B4"
"20760825"	"ACTUATORS"	"B2"
"07180179"	"ACTUEL MARX INTERVENCIONES"	"B2"
"03601293"	"ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH"	"B3"
"09645284"	"ACUPUNCTURE IN MEDICINE"	"A2"
"1983442X"	"ACÚSTICA E VIBRAÇÕES"	"B4"
"16101928"	"ACUSTICA UNITED WITH ACTA ACUSTICA"	"A3"
"15708705"	"AD HOC NETWORKS"	"A2"
"23250496"	"ADA"	"B2"
"14147149"	"ADAPEC ARQUIVOS"	"C"
"07365829"	"ADAPTED PHYSICAL ACTIVITY QUARTERLY"	"A2"
"15432777"	"ADAPTED PHYSICAL ACTIVITY QUARTERLY"	"A2"
"01048503"	"ADB (BRASÍLIA)"	"C"
"09652140"	"ADDICTION (ABINGDON. PRINT)"	"A1"
"13556215"	"ADDICTION BIOLOGY (PRINT)"	"A1"
"16066359"	"ADDICTION RESEARCH & THEORY"	"A2"
"19400640"	"ADDICTION SCIENCE & CLINICAL PRACTICE"	"A1"
"03064603"	"ADDICTIVE BEHAVIORS"	"A1"
"23528532"	"ADDICTIVE BEHAVIORS REPORTS"	"B1"
"18666116"	"ADHD - ATTENTION DEFICIT AND HYPERACTIVITY DISORDERS"	"A4"
"15519899"	"ADHOC & SENSOR WIRELESS NETWORKS"	"B1"
"15189929"	"ADM. MADE (UNIVERSIDADE ESTÁCIO DE SÁ)"	"A4"
"16920279"	"AD-MINISTER"	"B1"
"23167548"	"ADMINISTRAÇÃO DE EMPRESAS EM REVISTA"	"B4"
"21755787"	"ADMINISTRAÇÃO PÚBLICA E GESTÃO SOCIAL"	"A4"
"21776083"	"ADMINISTRAÇÃO: ENSINO E PESQUISA"	"A3"
"25005227"	"ADMINISTRACIÓN Y DESARROLLO (VERSÃO DIGITAL)"	"B4"
"10154833"	"ADMINISTRATIO PUBLICA"	"A3"
"0894587X"	"ADMINISTRATION AND POLICY IN MENTAL HEALTH"	"A1"
"10050078"	"ADMINISTRATIVE LAW REVIEW"	"B1"
"00018392"	"ADMINISTRATIVE SCIENCE QUARTERLY"	"A1"
"20763387"	"ADMINISTRATIVE SCIENCES"	"B1"
"07517696"	"ADOLESCENCE (PARIS)"	"B1"
"21775281"	"ADOLESCÊNCIA & SAÚDE"	"B4"
"16799941"	"ADOLESCÊNCIA & SAÚDE (UERJ)"	"B4"
"1179318X"	"ADOLESCENT HEALTH, MEDICINE AND THERAPEUTICS (ONLINE)"	"C"
"09295607"	"ADSORPTION (BOSTON)"	"A2"
"02636174"	"ADSORPTION SCIENCE & TECHNOLOGY"	"B1"
"03427633"	"ADULT EDUCATION AND DEVELOPMENT"	"B4"
"20424868"	"ADVANCE JOURNAL OF FOOD SCIENCE AND TECHNOLOGY"	"C"
"23667478"	"ADVANCED BIOSYSTEMS"	"C"
"0896422X"	"ADVANCED COATINGS & SURFACE TECHNOLOGY"	"C"
"21190275"	"ADVANCED ELECTROMAGNETICS"	"B1"
"2199160X"	"ADVANCED ELECTRONIC MATERIALS"	"A2"
"2234991X"	"ADVANCED ENGINEERING FORUM"	"C"
"14740346"	"ADVANCED ENGINEERING INFORMATICS"	"A1"
"14381656"	"ADVANCED ENGINEERING MATERIALS (PRINT)"	"A1"
"1616301X"	"ADVANCED FUNCTIONAL MATERIALS (PRINT)"	"A1"
"21922659"	"ADVANCED HEALTHCARE MATERIALS"	"A1"
"15214095"	"ADVANCED MATERIALS (ONLINE)"	"A1"
"09359648"	"ADVANCED MATERIALS (WEINHEIM PRINT)"	"A1"
"21967350"	"ADVANCED MATERIALS INTERFACES"	"A2"
"09763961"	"ADVANCED MATERIALS LETTERS"	"C"
"10226680"	"ADVANCED MATERIALS RESEARCH"	"NP"
"16628985"	"ADVANCED MATERIALS RESEARCH (ONLINE)"	"NP"
"18414311"	"ADVANCED MODELLING AND OPTIMIZATION"	"A4"
"15361365"	"ADVANCED NONLINEAR STUDIES"	"A2"
"21951071"	"ADVANCED OPTICAL MATERIALS"	"A1"
"21928576"	"ADVANCED OPTICAL TECHNOLOGIES (IMPRESSO)"	"C"
"22517308"	"ADVANCED PHARMACEUTICAL BULLETIN"	"A3"
"09218831"	"ADVANCED POWDER TECHNOLOGY (PRINT)"	"A2"
"24726400"	"ADVANCED RESEARCH IN GASTROENTEROLOGY & HEPATOLOGY"	"C"
"01691864"	"ADVANCED ROBOTICS (PRINT)"	"A4"
"21646627"	"ADVANCED SCIENCE, ENGINEERING AND MEDICINE"	"B2"
"16154150"	"ADVANCED SYNTHESIS & CATALYSIS (PRINT)"	"A1"
"23791764"	"ADVANCED TECHNIQUES IN BIOLOGY & MEDICINE"	"C"
"25130390"	"ADVANCED THEORY AND SIMULATIONS"	"C"
"23542152"	"ADVANCEMENT IN MEDICINAL PLANT RESEARCH"	"C"
"26390531"	"ADVANCEMENTS IN CASE STUDIES"	"C"
"09746803"	"ADVANCES AND APPLICATIONS IN MATHEMATICAL SCIENCES"	"B4"
"21690499"	"ADVANCES IN AGING RESEARCH"	"C"
"00652113"	"ADVANCES IN AGRONOMY"	"A1"
"25183680"	"ADVANCES IN ANALYSIS"	"C"
"21632839"	"ADVANCES IN ANALYTICAL CHEMISTRY"	"C"
"23078316"	"ADVANCES IN ANIMAL AND VETERINARY SCIENCES"	"B3"
"20404700"	"ADVANCES IN ANIMAL BIOSCIENCES"	"B4"
"21639353"	"ADVANCES IN ANTHROPOLOGY"	"A3"
"17436753"	"ADVANCES IN APPLIED CERAMICS (PRINT)"	"A4"
"01887009"	"ADVANCES IN APPLIED CLIFFORD ALGEBRAS"	"B3"
"20700733"	"ADVANCES IN APPLIED MATHEMATICS AND MECHANICS"	"B1"
"00018678"	"ADVANCES IN APPLIED PROBABILITY"	"A4"
"21654336"	"ADVANCES IN APPLIED SOCIOLOGY (ONLINE)"	"B3"
"21622191"	"ADVANCES IN BIOLOGICAL CHEMISTRY"	"A3"
"22124926"	"ADVANCES IN BIOLOGICAL REGULATION"	"A1"
"21568502"	"ADVANCES IN BIOSCIENCE AND BIOTECHNOLOGY"	"B1"
"24747637"	"ADVANCES IN BIOTECHNOLOGY & MICROBIOLOGY"	"C"
"18648258"	"ADVANCES IN CALCULUS OF VARIATIONS"	"A1"
"18648266"	"ADVANCES IN CALCULUS OF VARIATIONS"	"A1"
"09517197"	"ADVANCES IN CEMENT RESEARCH"	"A4"
"21600392"	"ADVANCES IN CHEMICAL ENGINEERING AND SCIENCE"	"B2"
"15485595"	"ADVANCES IN CHRONIC KIDNEY DISEASE (PRINT)"	"A2"
"16878094"	"ADVANCES IN CIVIL ENGINEERING (ONLINE)"	"A4"
"16878086"	"ADVANCES IN CIVIL ENGINEERING (PRINT)"	"A4"
"19848455"	"ADVANCES IN CLEANER PRODUCTION"	"NP"
"00652423"	"ADVANCES IN CLINICAL CHEMISTRY"	"A1"
"00018686"	"ADVANCES IN COLLOID AND INTERFACE SCIENCE (PRINT)"	"A1"
"02195259"	"ADVANCES IN COMPLEX SYSTEMS"	"B3"
"24660523"	"ADVANCES IN COMPUTATIONAL DESIGN (ONLINE)"	"C"
"10197168"	"ADVANCES IN COMPUTATIONAL MATHEMATICS"	"A3"
"22875301"	"ADVANCES IN CONCRETE CONSTRUCTION"	"B1"
"16878108"	"ADVANCES IN CONDENSED MATTER PHYSICS (PRINT)"	"B2"
"00989258"	"ADVANCES IN CONSUMER RESEARCH"	"A3"
"25732862"	"ADVANCES IN CYTOLOGY & PATHOLOGY"	"C"
"18625347"	"ADVANCES IN DATA ANALYSIS AND CLASSIFICATION"	"A4"
"24249238"	"ADVANCES IN DATA SCIENCE AND ADAPTIVE ANALYSIS"	"B4"
"08959374"	"ADVANCES IN DENTAL RESEARCH"	"A1"
"15440737"	"ADVANCES IN DENTAL RESEARCH (ONLINE)"	"A1"
"24726389"	"ADVANCES IN DENTISTRY & ORAL HEALTH"	"C"
"15234223"	"ADVANCES IN DEVELOPING HUMAN RESOURCES"	"A2"
"10799389"	"ADVANCES IN DIFFERENTIAL EQUATIONS"	"A1"
"09743243"	"ADVANCES IN DIFFERENTIAL EQUATIONS AND CONTROL PROCESSES"	"C"
"22552863"	"ADVANCES IN DISTRIBUTED COMPUTING AND ARTIFICIAL INTELLIGENCE JOURNAL"	"B3"
"00652504"	"ADVANCES IN ECOLOGICAL RESEARCH"	"A1"
"23315075"	"ADVANCES IN ECONOMICS AND BUSINESS (ONLINE)"	"C"
"15827445"	"ADVANCES IN ELECTRICAL AND COMPUTER ENGINEERING (PRINT)"	"A4"
"09659978"	"ADVANCES IN ENGINEERING SOFTWARE"	"A1"
"23311991"	"ADVANCES IN ENTOMOLOGY"	"C"
"10930191"	"ADVANCES IN ENVIRONMENTAL RESEARCH (PRINT)"	"B3"
"23284854"	"ADVANCES IN ENZYME RESEARCH (ONLINE)"	"C"
"00652598"	"ADVANCES IN EXPERIMENTAL MEDICINE AND BIOLOGY"	"A4"
"25207105"	"ADVANCES IN FOOD SCIENCE AND ENGINEERING"	"C"
"23778350"	"ADVANCES IN FOOD TECHNOLOGY AND NUTRITIONAL SCIENCES"	"C"
"23578181"	"ADVANCES IN FORESTRY SCIENCE"	"C"
"15292126"	"ADVANCES IN GENDER RESEARCH"	"A3"
"11799870"	"ADVANCES IN GENOMICS AND GENETICS"	"C"
"1615715X"	"ADVANCES IN GEOMETRY (PRINT)"	"A4"
"13824996"	"ADVANCES IN HEALTH SCIENCES EDUCATION"	"A1"
"16877357"	"ADVANCES IN HIGH ENERGY PHYSICS"	"B1"
"23270446"	"ADVANCES IN HISTORICAL STUDIES"	"B3"
"03946169"	"ADVANCES IN HORTICULTURAL SCIENCE"	"B2"
"16875893"	"ADVANCES IN HUMAN-COMPUTER INTERACTION (PRINT)"	"B1"
"21642648"	"ADVANCES IN INFECTIOUS DISEASES"	"C"
"21945357"	"ADVANCES IN INTELLIGENT SYSTEMS AND COMPUTING"	"B3"
"14747979"	"ADVANCES IN INTERNATIONAL MARKETING"	"A3"
"21616825"	"ADVANCES IN INTERNET OF THINGS (ONLINE)"	"B4"
"09385495"	"ADVANCES IN KNOWLEDGE ORGANIZATION"	"B1"
"21631387"	"ADVANCES IN LIFE SCIENCES"	"C"
"20953127"	"ADVANCES IN MANUFACTURING (IMPRESSO)"	"A3"
"00652881"	"ADVANCES IN MARINE BIOLOGY"	"A2"
"2374068X"	"ADVANCES IN MATERIALS AND PROCESSING TECHNOLOGIES"	"C"
"16878434"	"ADVANCES IN MATERIALS SCIENCE AND ENGINEERING (PRINT)"	"A3"
"16879120"	"ADVANCES IN MATHEMATICAL PHYSICS (PRINT)"	"B3"
"13434373"	"ADVANCES IN MATHEMATICAL SCIENCES AND APPLICATIONS"	"B2"
"00018708"	"ADVANCES IN MATHEMATICS (NEW YORK. 1965)"	"A1"
"19305346"	"ADVANCES IN MATHEMATICS OF COMMUNICATIONS"	"B1"
"19305338"	"ADVANCES IN MATHEMATICS OF COMMUNICATIONS (ONLINE)"	"B1"
"16878140"	"ADVANCES IN MECHANICAL ENGINEERING"	"B1"
"11797258"	"ADVANCES IN MEDICAL EDUCATION AND PRACTICE"	"A3"
"18984002"	"ADVANCES IN MEDICAL SCIENCES"	"A1"
"16879309"	"ADVANCES IN METEOROLOGY"	"A4"
"21653402"	"ADVANCES IN MICROBIOLOGY"	"B2"
"21653410"	"ADVANCES IN MICROBIOLOGY"	"B2"
"24247847"	"ADVANCES IN MODERN ONCOLOGY RESEARCH (PRINT)"	"C"
"2287237X"	"ADVANCES IN NANO RESEARCH"	"A4"
"21690529"	"ADVANCES IN NANOPARTICLES"	"C"
"15360903"	"ADVANCES IN NEONATAL CARE (PRINT)"	"A3"
"00913952"	"ADVANCES IN NEUROLOGY"	"NP"
"21565376"	"ADVANCES IN NUTRITION"	"A1"
"16876407"	"ADVANCES IN OPTICAL TECHNOLOGIES"	"B2"
"19438206"	"ADVANCES IN OPTICS AND PHOTONICS"	"A1"
"1879808X"	"ADVANCES IN PARALLEL COMPUTING (ONLINE)"	"B3"
"0065308X"	"ADVANCES IN PARASITOLOGY"	"A1"
"16876334"	"ADVANCES IN PHARMACOLOGICAL SCIENCES (PRINT)"	"A2"
"23320036"	"ADVANCES IN PHARMACOLOGY AND PHARMACY"	"C"
"21640408"	"ADVANCES IN PHYSICAL EDUCATION"	"B4"
"10434046"	"ADVANCES IN PHYSIOLOGY EDUCATION"	"A3"
"23736402"	"ADVANCES IN PLANTS & AGRICULTURE RESEARCH"	"C"
"25726684"	"ADVANCES IN PLASTIC & RECONSTRUCTIVE SURGERY"	"C"
"10982329"	"ADVANCES IN POLYMER TECHNOLOGY"	"A3"
"07306679"	"ADVANCES IN POLYMER TECHNOLOGY (PRINT)"	"A3"
"18761623"	"ADVANCES IN PROTEIN CHEMISTRY AND STRUCTURAL BIOLOGY"	"B1"
"24757675"	"ADVANCES IN RECYCLING & WASTE MANAGEMENT"	"C"
"21692688"	"ADVANCES IN REMOTE SENSING"	"C"
"23480394"	"ADVANCES IN RESEARCH"	"B3"
"25233106"	"ADVANCES IN RHEUMATOLOGY"	"C"
"21689695"	"ADVANCES IN ROBOTICS & AUTOMATION"	"C"
"24156698"	"ADVANCES IN SCIENCE, TECHNOLOGY AND ENGINEERING SYSTEMS JOURNAL"	"C"
"19838611"	"ADVANCES IN SCIENTIFIC AND APPLIED ACCOUNTING"	"A2"
"15277941"	"ADVANCES IN SKIN & WOUND CARE"	"A3"
"20550286"	"ADVANCES IN SOCIAL SCIENCES RESEARCH JOURNAL"	"B3"
"02731177"	"ADVANCES IN SPACE RESEARCH"	"A3"
"13694332"	"ADVANCES IN STRUCTURAL ENGINEERING"	"A4"
"00653438"	"ADVANCES IN THE ASTRONAUTICAL SCIENCES"	"NP"
"10950761"	"ADVANCES IN THEORETICAL AND MATHEMATICAL PHYSICS (PRINT)"	"A1"
"0741238X"	"ADVANCES IN THERAPY"	"A2"
"25728490"	"ADVANCES IN TISSUE ENGINEERING AND REGENERATIVE MEDICINE: OPEN ACCESS"	"C"
"16875915"	"ADVANCES IN TRIBOLOGY"	"B1"
"16876369"	"ADVANCES IN UROLOGY (PRINT)"	"B2"
"03091708"	"ADVANCES IN WATER RESOURCES"	"A1"
"21621934"	"ADVANCES IN WOUND CARE"	"A1"
"1808883X"	"ADVÉRBIO (FAG)"	"A4"
"20556594"	"ADVERTISING & MARKETING"	"C"
"15183769"	"ADVIR (ASDUERJ)"	"B3"
"21773416"	"ADVOCATUS"	"B2"
"19845634"	"AEDOS: REVISTA DO CORPO DISCENTE DO PROGRAMA DE PÓS-GRADUAÇÃO EM HISTÓRIA DA UFRGS (ONLINE)"	"A3"
"21840474"	"AEGYPTOLOGUS - CADERNO DE DIVULGAÇÃO CIENTÍFICA"	"NP"
"18759637"	"AEOLIAN RESEARCH"	"A2"
"00019054"	"AEQUATIONES MATHEMATICAE (PRINT)"	"B1"
"03935965"	"AEROBIOLOGIA (BOLOGNA)"	"A2"
"00019240"	"AERONAUTICAL JOURNAL (1968)"	"A4"
"25764500"	"AERONAUTICS AND AEROSPACE OPEN ACCESS JOURNAL"	"C"
"16808584"	"AEROSOL AND AIR QUALITY RESEARCH"	"A2"
"02786826"	"AEROSOL SCIENCE AND TECHNOLOGY (PRINT)"	"A3"
"12709638"	"AEROSPACE SCIENCE AND TECHNOLOGY (IMPRIMÉ)"	"A1"
"0364216X"	"AESTHETIC PLASTIC SURGERY"	"A4"
"1090820X"	"AESTHETIC SURGERY JOURNAL"	"A2"
"14348411"	"AEU. INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS (PRINT)"	"A2"
"01238884"	"AFFECTIO SOCIETATIS"	"B2"
"00019704"	"AFINIDAD (BARCELONA)"	"B3"
"2594732X"	"AFLUENTE"	"NP"
"25253441"	"AFLUENTE - REVISTA DE LETRAS E LINGUÍSTICA"	"B2"
"10213589"	"AFRICAN ENTOMOLOGY"	"B1"
"16815556"	"AFRICAN INVERTEBRATES"	"B2"
"19933738"	"AFRICAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS"	"B4"
"1991637X"	"AFRICAN JOURNAL OF AGRICULTURAL RESEARCH"	"C"
"16845315"	"AFRICAN JOURNAL OF BIOTECHNOLOGY"	"C"
"35193824"	"AFRICAN JOURNAL OF BOTANY"	"B3"
"19938233"	"AFRICAN JOURNAL OF BUSINESS MANAGEMENT"	"C"
"15543897"	"AFRICAN JOURNAL OF CRIMINOLOGY AND JUSTICE STUDIES"	"B4"
"20400705"	"AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT STUDIES (IMPRESSO)"	"A4"
"19960786"	"AFRICAN JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY"	"C"
"19960794"	"AFRICAN JOURNAL OF FOOD SCIENCE"	"B2"
"22252002"	"AFRICAN JOURNAL OF LABORATORY MEDICINE"	"B1"
"19960808"	"AFRICAN JOURNAL OF MICROBIOLOGY RESEARCH"	"C"
"19960816"	"AFRICAN JOURNAL OF PHARMACY AND PHARMACOLOGY"	"C"
"19960824"	"AFRICAN JOURNAL OF PLANT SCIENCE"	"B2"
"10220119"	"AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE"	"A3"
"01896016"	"AFRICAN JOURNAL OF TRADITIONAL, COMPLEMENTARY AND ALTERNATIVE MEDICINES"	"C"
"00020184"	"AFRICAN STUDIES (JOHANNESBURG)"	"A2"
"00020206"	"AFRICAN STUDIES REVIEW"	"A1"
"08742375"	"AFRICANA STUDIA"	"A4"
"22378839"	"AFRICANIAS.COM"	"C"
"12762458"	"AFRICULTURES: LA REVUE DE REFERENCE DES CULTURES AFRICAINES"	"NP"
"10129405"	"AFRIKA MATEMATIKA"	"B4"
"00020591"	"AFRO-ÁSIA (UFBA. IMPRESSO)"	"A2"
"11303557"	"AGALIA (A CORUNHA)"	"B3"
"17230284"	"AGALMA (ROMA)"	"A4"
"20691025"	"AGATHOS-AN INTERNATIONALREVIEW OF THE HUMANITIES AND SOCIAL SCIENCES"	"B2"
"01619152"	"AGE"	"A2"
"00020729"	"AGE AND AGEING"	"A1"
"0144686X"	"AGEING AND SOCIETY (PRINT)"	"A1"
"01635158"	"AGEING INTERNATIONAL"	"A3"
"15681637"	"AGEING RESEARCH REVIEWS (PRINT)"	"A1"
"20027850"	"AGEING SCIENCE & MENTAL HEALTH STUDIES"	"C"
"23188499"	"AGENDA POLÍTICA"	"A2"
"19819862"	"AGENDA SOCIAL (UENF)"	"B2"
"0096140X"	"AGGRESSIVE BEHAVIOR (PRINT)"	"A1"
"13607863"	"AGING & MENTAL HEALTH (PRINT)"	"A1"
"19454589"	"AGING (ALBANY)"	"A1"
"21525250"	"AGING AND DISEASE"	"A1"
"14749718"	"AGING CELL (PRINT)"	"A1"
"17208319"	"AGING CLINICAL AND EXPERIMENTAL RESEARCH"	"A4"
"13685538"	"AGING MALE"	"A3"
"12969915"	"AGIR"	"C"
"21829888"	"AGIR - REVISTA INTERDISCIPLINAR DE CIÊNCIAS SOCIAIS E HUMANAS"	"C"
"24478377"	"ÁGOR@ - REVISTA ACADÊMICA DE FORMAÇÃO DE PROFESSORES"	"C"
"15161498"	"ÁGORA ( PPGTP/UFRJ)"	"A2"
"08745498"	"ÁGORA (AVEIRO)"	"A1"
"01047507"	"AGORA (UNC)"	"B1"
"14140454"	"ÁGORA (UNISC)"	"B2"
"18094589"	"ÁGORA (URI. CERRO GRANDE)"	"C"
"1982999X"	"ÁGORA FILOSÓFICA"	"B4"
"16795385"	"ÁGORA FILOSÓFICA (UNICAP. IMPRESSO)"	"B4"
"01033557"	"AGORA: ARQUIVOLOGIA EM DEBATE"	"B2"
"18081150"	"AGRÁRIA (SÃO PAULO. ONLINE)"	"C"
"1984252X"	"AGRARIAN (DOURADOS. IMPRESSO)"	"B4"
"23579951"	"AGRARIAN ACADEMY"	"C"
"22779760"	"AGRARIAN SOUTH: JOURNAL OF POLITICAL ECONOMY"	"A2"
"23522151"	"AGRI GENE"	"B2"
"18071570"	"AGRIANUAL (SÃO PAULO)"	"B4"
"0738145X"	"AGRICELL REPORT"	"C"
"14140810"	"AGRICULTURA FAMILIAR (UFPA)"	"B2"
"18879292"	"AGRICULTURA FAMILIAR EN ESPAÑA"	"C"
"14619555"	"AGRICULTURAL AND FOREST ENTOMOLOGY (PRINT)"	"A2"
"0002161X"	"AGRICULTURAL RESEARCH (WASHINGTON)"	"B4"
"24716774"	"AGRICULTURAL RESEARCH AND TECHNOLOGY: OPEN ACCESS JOURNAL"	"B2"
"20266073"	"AGRICULTURAL SCIENCE RESEARCH JOURNAL"	"C"
"21568561"	"AGRICULTURAL SCIENCES"	"C"
"0308521X"	"AGRICULTURAL SYSTEMS"	"A1"
"03783774"	"AGRICULTURAL WATER MANAGEMENT (PRINT)"	"A1"
"20770472"	"AGRICULTURE"	"A2"
"20487010"	"AGRICULTURE & FOOD SECURITY"	"A3"
"2452316X"	"AGRICULTURE AND NATURAL RESOURCES"	"B2"
"01678809"	"AGRICULTURE, ECOSYSTEMS & ENVIRONMENT (PRINT)"	"A1"
"11667699"	"AGRICULTURES (MONTROUGE) / CAHIERS D'ÉTUDES ET DE RECHERCHES FRANCOPHONES"	"B1"
"18041930"	"AGRIS ON-LINE PAPERS IN ECONOMICS AND INFORMATICS"	"A3"
"22366830"	"AGRIWORLD"	"C"
"25945866"	"AGRO EM QUESTÃO"	"C"
"19828470"	"AGRO@MBIENTE ON-LINE"	"B4"
"13160354"	"AGROALIMENTARIA (CARACAS)"	"A4"
"01004298"	"AGROANALYSIS (FGV)"	"B4"
"00021857"	"AGROCHIMICA (PISA)"	"B1"
"14053195"	"AGROCIENCIA (MONTECILLO)"	"B2"
"15100839"	"AGROCIENCIA (MONTEVIDEO)"	"B4"
"19894686"	"AGROECOLOGÍA"	"B2"
"21683565"	"AGROECOLOGY AND SUSTAINABLE FOOD SYSTEMS (PRINT)"	"A3"
"21683573"	"AGROECOLOGY AND SUSTENTAINABLE FOOD SYSTEMS"	"A3"
"25256920"	"AGROFORESTALIS NEWS"	"C"
"15729680"	"AGROFORESTRY SYSTEMS"	"A3"
"25267043"	"AGROMETEOROS"	"C"
"01209965"	"AGRONOMIA COLOMBIANA"	"B3"
"23573732"	"AGRONOMÍA COLOMBIANA"	"B3"
"20734395"	"AGRONOMY"	"A2"
"17740746"	"AGRONOMY FOR SUSTAINABLE DEVELOPMENT"	"A1"
"00021962"	"AGRONOMY JOURNAL (PRINT)"	"A2"
"1406894X"	"AGRONOMY RESEARCH"	"A4"
"23591455"	"AGRONOMY SCIENCE AND BIOTECHNOLOGY"	"C"
"2525877X"	"AGROPAMPA: REVISTA DE GESTÃO DO AGRONEGÓCIO"	"B4"
"01030779"	"AGROPECUÁRIA CATARINENSE"	"C"
"18086845"	"AGROPECUÁRIA CIENTÍFICA NO SEMI-ÁRIDO"	"C"
"01007467"	"AGROPECUÁRIA TÉCNICA (UFPB)"	"C"
"01011758"	"AGROPECUÁRIA TROPICAL"	"C"
"21824401"	"AGROTEC"	"C"
"25258990"	"AGROTEC - REVISTA AGROPECUARIA TECNICA (ONLINE)"	"C"
"01033816"	"AGROTRÓPICA (ITABUNA)"	"C"
"25445677"	"ÁGUA VAI"	"C"
"16787471"	"ÁGUA VIVA (UNB)"	"B4"
"23407743"	"AGUA Y TERRITORIO"	"A3"
"23408472"	"AGUA Y TERRITORIO"	"A3"
"21799784"	"ÁGUAS SUBTERRÂNEAS"	"B2"
"09515666"	"AI & SOCIETY"	"A2"
"09217126"	"AI COMMUNICATIONS"	"B3"
"00011452"	"AIAA JOURNAL (PRINT)"	"A1"
"22537325"	"AICA"	"C"
"00011541"	"AICHE JOURNAL"	"A1"
"11210095"	"AIDAINFORMAZIONI: REVISTA DI SCIENZE DELL¿INFORMAZIONE"	"B4"
"02699370"	"AIDS (LONDON)"	"A1"
"15733254"	"AIDS AND BEHAVIOR (DORDRECHT. ONLINE)"	"A1"
"09540121"	"AIDS CARE (PRINT)"	"A2"
"10872914"	"AIDS PATIENT CARE AND STDS"	"A1"
"08892229"	"AIDS RESEARCH AND HUMAN RETROVIRUSES"	"A4"
"14610213"	"AILA REVIEW"	"A2"
"24712086"	"AIMS AGRICULTURE AND FOOD"	"B1"
"2575615X"	"AIMS ALLERGY AND IMMUNOLOGY"	"C"
"23751495"	"AIMS BIOENGINEERING (ONLINE)"	"B3"
"25740105"	"AIMS CELL AND TISSUE ENGINEERING"	"C"
"23338334"	"AIMS ENERGY"	"B2"
"23720352"	"AIMS ENVIRONMENTAL SCIENCE"	"B4"
"23720484"	"AIMS MATERIALS SCIENCE"	"B3"
"24736988"	"AIMS MATHEMATICS"	"C"
"23751576"	"AIMS MEDICAL SCIENCE (ONLINE)"	"C"
"23737972"	"AIMS NEUROSCIENCE"	"B3"
"21583226"	"AIP ADVANCES"	"A4"
"0094243X"	"AIP CONFERENCE PROCEEDINGS"	"B4"
"97807354"	"AIP CONFERENCE PROCEEDINGS"	"C"
"1555385X"	"AIR & SPACE POWER JOURNAL (PRINT)"	"B2"
"18739326"	"AIR QUALITY, ATMOSPHERE & HEALTH (ONLINE)"	"A2"
"18739318"	"AIR QUALITY, ATMOSPHERE AND HEALTH"	"A2"
"11786221"	"AIR, SOIL AND WATER RESEARCH"	"B1"
"13698869"	"AIRCRAFT DESIGN"	"C"
"00022667"	"AIRCRAFT ENGINEERING"	"C"
"24454117"	"AIRES"	"C"
"20093160"	"AISHE-J"	"A3"
"19817827"	"AISTHE (ONLINE)"	"NP"
"21507740"	"AJOB NEUROSCIENCE"	"A3"
"03640094"	"AJS REVIEW"	"A2"
"01018027"	"AJURIS (PORTO ALEGRE)"	"B1"
"15175367"	"AKRÓPOLIS (UNIPAR)"	"B4"
"23518189"	"AL IRFAN - REVISTA DE CIÊNCIAS HUMANAS E SOCIAIS"	"B3"
"23183179"	"ALABASTRO"	"B3"
"21719624"	"ALABE"	"B1"
"07174055"	"ALASBIMN JOURNAL"	"C"
"19839472"	"ALBUQUERQUE: REVISTA DE HISTÓRIA"	"B3"
"25267280"	"ALBUQUERQUE: REVISTA DE HISTÓRIA"	"B3"
"14132591"	"ALCANCE (UNIVALI) (CESSOU EM 2007)"	"A3"
"21757402"	"ALCEU (ONLINE)"	"B1"
"03115518"	"ALCHERINGA (SYDNEY)"	"B1"
"07418329"	"ALCOHOL (FAYETTEVILLE, N.Y.)"	"A3"
"07350414"	"ALCOHOL AND ALCOHOLISM (OXFORD)"	"A1"
"01456008"	"ALCOHOLISM, CLINICAL AND EXPERIMENTAL RESEARCH"	"A2"
